Codigo Estación	Tipo Estación	Nombre Estación	Nombre de la Corriente Hídrica	Areade la Cuenca (Km2)	Perímetro (Km)	Pendiente Media de la Cuenca (%)	Elevacion Media de la Cuenca (msnm)	Desnivel Cuenca (m)	Compacidad	Densidad de Drenaje (Longitud de Drenajes/km2)	Densidad de Corrientes (Num de Drenajes/km2)	Deficit de agua en el suelo basada en Penman Anual	Pendiente media del cauce (m/m)	Longitud del cauce (m)	Desnivel del cauce (m)	Bosque Km2
26197030	LG	REMOLINO EL	SAN JUAN	1101,18	184,843	50,146017	1956,929093	3294	1,559666997	1,085671156	0,446339381	66,51343	0,038000569	55893,9	2124	324,606
26207040	LG	RODADERO EL	SINIFANA	183,204	70,3386	42,407604	1471,444752	2105	1,455071303	0,933730743	0,264732211	61,697565	0,051589782	23997	1238	5,560947
26217010	LG	GALERA LA	TONUSCO	317,909	83,4104	55,384898	2025,855141	2837	1,309865862	1,165415729	0,622819738	77,237338	0,062353482	26959,2	1681	63,88231
26217040	LG	CANGREJO EL	SAN MATEO	223,296	84,3358	52,467587	1723,10782	2795	1,580263571	1,085858278	0,47918458	76,347457	0,049517511	24435,8	1210	15,65398
26237020	LM	PENALTA	AURRA	203,602	72,1747	36,194445	1955,678895	2515	1,416289381	1,030471115	0,33152916	181,984711	0,066180452	29177,8	1931	10,97697
26237110	LG	CEDRAL EL	SAN ANDRES	160,591	80,6691	23,774843	2783,462381	960	1,782397818	1,42080281	1,095951828	358,142532	0,020461107	29372,8	601	21,25496
26247010	LG	PALMIRA HDA	MAN	339,775	132,806	17,312429	217,170518	981	2,017344261	0,900316454	0,306084909	295,613475	0,007715073	57679,3	445	28,73753
26247050	LG	CAMELIAS LAS-AUTOM	TARAZA	954,77	194,13	50,628964	1026,60962	3010	1,759143645	0,687578849	0,264461598	347,297788	0,023084108	84690,3	1955	336,8177
27027060	LG	BRISAS DEL NECHI	NECHI	238,71	86,4264	24,477798	2513,512145	1228	1,566279083	2,258605412	2,57634787	432,617432	0,031453964	33890,8	1066	17,49951
27027080	LM	MEDIA LUNA	NECHI	179,448	83,7814	40,242936	1609,365327	2134	1,751202358	1,60487855	1,579844858	365,541397	0,049349217	37001,6	1826	25,55925
27027090	LG	PTE ANORI	NECHI	1387,48	245,443	32,050884	1937,035723	2405	1,844995521	1,710111739	1,632816329	397,900149	0,020772303	98448,4	2045	175,2134
27037010	LG	ESPERANZA LA	NECHI	14388,1	977,663	27,138107	1043,226978	3341	2,282156836	1,170256806	0,713958063	365,805275	0,00631404	357299	2256	4840,963
27037020	LM	RETIRO EL	TIGUI	2515,33	371,808	25,456606	542,638924	1948	2,075770215	0,870781749	0,321428997	373,362324	0,009941718	112556	1119	1676,157
27037030	LG	SAN JUAN-AUTOMATIC	NECHI	8163,7	685,418	32,100647	1581,256412	3305	2,124075836	1,442911693	1,050749048	370,984004	0,008661828	255027	2209	1919,401
28017080	LM	CORRAL DE PIEDRA	CESAR	206,512	73,435	37,109375	971,807752	2287	1,430831472	1,77968582	1,164581235	1007,601624	0,038281509	34716,5	1329	2,158481
28017110	LG	MINA LA	BADILLO	475,664	116,477	51,854645	1726,118532	4019	1,495367942	1,419116639	0,655925191	498,449422	0,063862709	49763	3178	39,59488
28017120	LG	ARIGUANI HDA-AUTOM	GUATAPURI	708,828	157,127	68,659381	2493,174765	5080	1,652488393	1,264081815	0,617921414	478,723209	0,067607246	60452,1	4087	186,9419
28027030	LM	FLORES LAS	MAGIRIAIMO	518,193	132,615	53,268742	1943,956728	3522	1,631191351	1,538235331	0,781562082	649,780615	0,049182323	59980,9	2950	68,71597
28027040	LM	STA TERESA	SICARARE	186,214	85,9426	34,651602	627,667226	2226	1,763438649	0,971162222	0,311469599	719,075236	0,033702753	40441,8	1363	8,968761
28027050	LM	BECERRIL	MARACAS	535,938	126,263	43,597177	1153,675574	2861	1,527132992	0,991166318	0,395568144	508,053248	0,034380804	55670,6	1914	109,5956
28037010	LM	PTE CALLAO	AZUCARABUENA	172,61	80,3968	37,000957	763,345541	2728	1,713419946	1,143565518	0,382364869	600,151993	0,05178559	31591,8	1636	45,48697
28037020	LM	CONVENCION HDA	LOS CLAVOS	185,199	96,2534	44,606009	940,511835	2963	1,980408547	1,263367891	0,620953677	680,732676	0,048765926	37854,3	1846	34,11135
28037040	LG	MARIANGOLA	MARIANGOLA	120,62	64,826	47,203226	814,730447	1939	1,652713574	1,075191685	0,464267949	618,526184	0,037480649	25773,3	966	24,43889
28037060	LG	CANTACLARO	GARUPAL	170,288	84,4809	37,234082	577,224199	1685	1,812694182	1,248611887	0,616602462	664,676305	0,025592049	40207,8	1029	14,80772
28037130	LG	PTE CARRETERA	DILUVIO	268,738	92,3081	41,849026	766,013747	1952	1,576642767	1,180005768	0,547001168	639,325882	0,029066326	39702,3	1154	14,21622
28047010	LM	AURORA LA	ARIGUANI	733,479	159,51	39,397757	1159,151344	2930	1,649119414	1,566534731	0,823472792	570,064172	0,021004421	96551,1	2028	114,6576
28047020	LG	PUEBLO BELLO	ARIGUANI	33,378	33,1234	38,13055	1779,550253	2005	1,605324321	2,013197855	0,838875906	454,992043	0,097545931	11348,5	1107	3,587609
28047040	LG	PTE CARRETERA	ARIGUANICITO	175,785	76,2954	35,663619	636,956932	1773	1,611259455	1,347926899	0,642830731	628,104401	0,026528961	38071,6	1010	27,71473
28047050	LG	PALMARIGUANI	ARIGUANI	2462,2	378,832	18,139861	478,192434	3034	2,137681627	1,361753032	0,613272683	660,062823	0,012764735	167101	2133	228,4037
29067010	LG	TREBOL EL	TUCURINCA	433,618	150,486	60,12399	2212,300619	5567	2,023487281	1,297014623	0,573085066	467,389166	0,063298836	75657	4789	140,4988
29067050	LG	CANAL FLORIDA	SEVILLA	244,568	83,5778	53,630033	1966,995522	4501	1,496404999	1,37392699	0,62150404	482,736862	0,079319807	46281	3671	77,78516
29067060	LG	PTO RICO HDA	FUNDACION	970,885	205,169	41,931476	1409,224285	3854	1,843681413	1,619182964	0,840985287	565,932959	0,022025011	108513	2390	221,6391
29067120	LM	FUNDACION	FUNDACION	1010,69	217,997	40,547635	1356,937974	3870	1,919992641	1,608157535	0,825178838	574,260415	0,020113836	119470	2403	222,6988
29067150	LG	GANADERIA CARIBE	ARACATACA	758,609	195,086	56,465316	2948,567001	5622	1,983239392	1,277242991	0,675578592	510,135166	0,038604019	98772,1	3813	205,2717
29067160	LG	PTE SEVILLA	SEVILLA	165,191	66,1582	57,722899	2338,84046	3740	1,441280533	1,384085852	0,665895842	478,739866	0,108547209	26873,1	2917	68,65107
31097010	LM	GUAYARE	GUAVIARE	138049	3608,12	9,017194	301,165419	4236	2,719082419	0,953446103	0,362548805	582,703287	0,00184456	1996140	3682	110526,66
31097020	LG	PTO INIRIDA	INIRIDA	53670,3	2452,58	6,37245	180,274234	917	2,964245726	0,970464253	0,388259428	560,079556	9,68672E-05	1331720	129	49483,7
32037010	LM	BALSORA LA	GUAYABERO	9603,47	673,701	27,472463	1054,608929	4194	1,924913114	1,155474213	0,49674753	368,212986	0,015814213	221889	3509	7372,177
32037030	LG	MACARENA LA	GUAYABERO	13830,2	838,022	22,091861	837,508727	4194	1,995258736	1,075555819	0,422698153	434,206895	0,012913772	274668	3547	9866,916
32047010	LG	RAUDAL DOS	GUAYABERO	23008,9	1231,06	16,315837	612,456851	4194	2,27242377	1,004231407	0,369357075	576,735483	0,006348082	564895	3586	17255,9
32077070	LM	PINALITO	GUEJAR	2371,93	316,403	23,278015	734,395555	3521	1,819062789	0,95386164	0,222814333	323,548896	0,015558038	136971	2131	856,9558
32077100	LG	PE#AS BLANCAS	GUEJAR	1231,22	189,701	30,782129	986,755992	3185	1,513769745	1,02252769	0,300921038	273,793331	0,029595027	68288,5	2021	483,0882
32157010	LG	MAPIRIPANA	GUAVIARE	52248,4	2006,81	13,391214	507,658115	4236	2,458259861	0,996890662	0,373619096	590,579603	0,003156226	1147890	3623	32933,135
32197010	LM	ARABIA ARRECIFAL	GUAVIARE	68320,6	2846,62	11,785627	429,616658	4236	3,049381013	0,973855009	0,368307655	590,053657	0,001979314	1860240	3682	46828,36
35017090	LM	PTE CAMACHO	CNO CAMOA	19,3498	23,0418	4,747754	465,886895	77	1,466682782	1,162451808	0,258400604	464,229569	0,006447927	5583,19	36	3,636386
35017100	LM	BAJO NARE	METICA	7719,62	708,211	20,55214	1207,556091	3977	2,256954158	1,250459314	0,413362316	495,386257	0,013088995	252655	3307	1864,508
35027100	LG	CARAZA	UNE	160,124	66,2431	27,610985	2912,896311	1977	1,465785645	1,145143882	0,41530314	476,704849	0,083463176	20152,6	1682	19,05004
35027140	LG	PTE CARRETERA	GUAYURIBA	2818,27	330,502	42,576684	2617,223457	3555	1,74317434	1,171476327	0,458614682	510,496457	0,027039506	108286	2928	915,8959
35027150	LG	ANIMAS LAS	CHOCHAL	111,26	48,3326	25,81152	3689,963299	1270	1,283005924	0,964236069	0,269638684	639,155536	0,064528779	16829,7	1086	6,190773
35027190	LG	GUACAPATE	NEGRO	1298,6	195,496	34,638448	2626,027064	2691	1,519001518	1,236255779	0,457030648	600,264679	0,035440503	60919	2159	327,3666
35027200	LG	PALMAR EL	BLANCO	1013,05	175,048	46,380279	3055,928128	3183	1,539925618	1,078439486	0,439761117	498,033829	0,045384244	66014,1	2996	272,6324
35027210	LG	CASETEJA-DELICIAS	NEGRO	2483,53	298,897	41,150897	2760,746107	3256	1,679364167	1,142636055	0,437884785	548,959809	0,031718978	82726,5	2624	691,4757
35027220	LM	LLANO LARGO	QDA IDAZA	3,54446	10,1938	21,406589	3179,648525	507	1,516069463	1,028210221	0,282130423	683,210561	0,073097844	1860,52	136	0
35047030	LM	PTE CARRETERA	GUACAVIA	338,966	98,703	36,186131	1137,449409	3398	1,501102385	0,883252996	0,194709794	254,651966	0,06428932	38031,2	2445	139,365
35057010	LG	CABLE EL	HUMEA	953,998	149,497	36,35818	1077,816441	3545	1,355241765	0,988398785	0,355346657	331,031516	0,042834891	44940	1925	373,3668
35057040	LM	PTE CARRETERA	QDA SALINAS	16,2266	24,2485	24,044803	598,508883	708	1,685501505	1,407324763	0,431390433	282,844655	0,024775087	8516,62	211	3,18999
35067010	LG	GLORIA LA	NEGRO	75,634	45,3118	35,728161	2497,730116	1378	1,458850577	1,499757292	0,872623423	185,469419	0,062264124	14149,4	881	37,80455
35067030	LG	UBALA	CHIVOR	67,9645	37,5549	34,097451	2449,048622	1433	1,275509149	1,305275519	0,647396803	253,747207	0,079685214	10114,8	806	16,88581
35067090	LG	BOCA LA	BATATAS	47,6362	32,7758	47,011496	2157,865093	1263	1,329666653	1,49166512	0,965652172	239,540867	0,043361276	8878,89	385	30,07174
35067130	LG	MUNDO NUEVO	RUCIO	36,5948	26,9246	36,604631	2302,484533	1457	1,24622828	1,367930034	0,628504596	199,922043	0,083467896	7691,58	642	13,81139
35077080	LG	PTE FIERRO	SOMONDOCO	616,726	140,92	32,451221	2467,107137	2182	1,588855995	1,200148966	0,530219255	417,974949	0,041366197	45858,7	1897	92,81599
35077090	LM	PTE ADRIANA	JENESANO	345,518	138,039	22,017691	2821,698998	1531	2,07933516	1,266238503	0,538322171	328,687317	0,031364783	41001,4	1286	14,85108
35077100	LG	SAN JOSE	TEATINOS	30,4221	24,9032	22,232218	3259,721488	603	1,264208171	1,392966823	0,788900175	339,705151	0,043822616	8100,84	355	3,542861
35077140	LG	BARBOSA TERMALES	MACHETA	372,22	109,809	31,415863	2651,581001	1972	1,593661627	1,138682379	0,443286229	428,629285	0,05335625	32348,6	1726	57,72736
35087010	LG	SAN AGUSTIN	LENGUPA	1633,72	211,543	36,115719	2061,231607	3398	1,465439446	1,184956736	0,535281444	222,726727	0,026767131	98927,3	2648	483,6959
35087020	LG	PAEZ	LENGUPA	1033,76	162,613	33,084437	2289,988439	3014	1,416131005	1,20935539	0,509789506	235,783116	0,039557018	57031,6	2256	254,4597
35087030	LM	PTE FORERO	TUNJITA	81,8254	45,4574	32,686362	2548,141124	1784	1,407079238	1,116307418	0,537730338	201,428299	0,110174984	10801	1190	57,93292
35087040	LM	CEDROS LOS	TUNJITA	215,497	68,7419	33,807866	2251,306781	2304	1,311169834	1,081864875	0,510447941	257,596382	0,0707243	24037	1700	101,6273
35097090	LG	REVENTONERA LA	UPIA	1130,7	243,184	35,339208	2337,370314	3527	2,024973448	1,151134142	0,531086937	349,470238	0,028760492	112585	3238	308,9008
35097100	LG	MOMBITA PTE ROMERA	UPIA	651,227	149,385	29,892332	2991,514368	2720	1,63907499	1,23770965	0,569693824	447,32559	0,039743099	61595,6	2448	89,83274
35107010	LM	PTE CABUYARITO	CABUYARITO	925,021	177,773	6,922541	251,978041	891	1,636620688	1,085155133	0,354046016	740,28335	0,003035648	86637,2	263	177,2403
35117010	LG	HUMAPO	META	25877,7	1106,56	22,311357	1235,850367	4001	1,926061551	1,170361318	0,420748366	479,415838	0,008527471	391089	3335	5759,886
35127010	LM	PTO GAITAN	MANACACIAS	9798,25	805,727	6,207286	205,57866	181	2,279143606	1,355638298	0,607098206	805,702274	0,000272123	452001	123	2171,326
35127030	LM	ESPERANZA LA	MANACACIAS	8470,7	681,213	6,206694	209,781156	173	2,072436861	1,375931709	0,611460682	794,822676	0,000330207	339181	112	1949,214
35197020	LG	VADO HONDO	CUSIANA	210,153	78,2331	27,532223	3373,301442	1092	1,511056745	1,269946715	0,547220359	1095,689209	0,039080872	20623,9	806	0
35197030	LG	ESTEROS LOS	UNETE	247,604	83,8778	31,778412	787,253906	1713	1,492540877	1,098589607	0,387715869	353,645699	0,046220006	25183,9	1164	102,0697
35197040	LM	PTE CHARTE	CHARTE	328,533	104,077	36,602853	1078,928977	2960	1,607767691	1,268113045	0,56158742	528,729685	0,059293951	37238,2	2208	163,1457
35217030	LG	PTE LA CABANA	CRAVO SUR	999,192	203,287	41,923013	2280,497588	3471	1,800707461	0,967374644	0,389314566	587,715841	0,039563136	77268,9	3057	290,1776
35217060	LG	PLAYON EL	TOCARIA	1392	197,223	40,572303	1564,271591	3523	1,480116753	1,02403819	0,44612069	593,686003	0,037410501	83185,2	3112	745,0933
35257040	LG	ACEITICO	META	106035	2567,94	12,102084	567,232008	5258	2,208097689	0,89710949	0,270358844	852,925698	0,003212072	1061620	3410	22193,036
35267080	LG	AGUAVERDE	META	76005,5	2157,28	13,211986	649,331554	4071	2,190998289	1,000740456	0,320378131	798,940727	0,004041935	837965	3387	15354,079
36017010	LG	PAZ DE ARIPORO	ARIPORO	500,913	155,354	29,296845	966,883372	2308	1,943566119	1,090327039	0,402265463	620,668461	0,024773474	59055,1	1463	351,2174
36017020	LM	PTE CARRETERA	MUESE	43,7892	39,1077	20,474128	568,54588	1045	1,654766807	1,066947604	0,274040174	875,974614	0,044861364	15425,3	692	24,1747
36017030	LM	PTE CARRETERA	TATE	114,881	57,063	22,994061	658,467106	1278	1,490694084	0,862195829	0,208911831	668,650085	0,033899993	22094,4	749	62,97612
37017010	LM	BERLIN	JORDAN	10,8024	17,4821	13,431814	3410,735522	221	1,489331942	1,155885174	0,462860105	523,689427	0,018129079	3695,72	67	0
37017040	LG	PTE LOPEZ	CHITAGA	848,075	157,558	37,49747	3282,627765	2636	1,514890912	1,09889518	0,501134923	606,10296	0,030929701	48626,4	1504	19,03615
37017050	LM	VENAGA	CHITAGA	1572,41	270,97	40,036665	2898,623707	4502	1,913358474	0,961979168	0,382215834	598,669959	0,027914028	78491	2191	241,5929
37027010	LG	PENA DE LOS MICOS	MARGUA	2584,38	346,091	41,598793	2891,826277	4510	1,906207401	1,020303035	0,431244631	558,679501	0,027072147	84699,6	2293	445,5273
37037010	LG	PASO DE LA CANOA	COBUGON	1516,2	200,385	55,486687	2340,212816	4442	1,440937003	0,932221022	0,356483314	299,541288	0,043461326	87802,2	3816	802,6232
38017030	LG	RONCADOR	ORINOCO	343586	5507,66	6,620027	207,696953	4236	2,630918677	0,600844488	0,248790696	676,738518	0,001653827	2245700	3714	137844,81
38027020	LG	PTO NARI#O	ORINOCO	291170	5640,06	7,442298	240,976275	4236	2,926634192	0,598463329	0,241410516	632,329594	0,001733102	2123360	3680	131595,91
42077020	LG	MITU	VAUPES	21558,2	1502,67	6,198109	239,382666	495	2,865598882	0,736350295	0,23392491	479,074755	0,000195539	966560	189	19041,09
44017050	LG	RIOGRANDE	GRANDE	130,612	66,0286	27,914937	3002,01411	1352	1,617702217	1,330778872	0,59718862	274,182892	0,039935302	27945,2	1116	110,0183
44017060	LG	PAPAS	CAQUETA	86,4905	50,8757	28,101542	3196,087628	1191	1,531737078	1,233047872	0,474040502	259,77285	0,020560489	11575,6	238	24,54563
44017070	LG	STA ROSA	CAQUETA	686,66	148,726	37,797333	2924,096638	2540	1,589183526	1,434189369	0,68301634	251,034044	0,027347883	54154,1	1481	410,9062
44017090	LG	CURIACO	CAQUETA	429,683	132,608	29,813178	3048,724839	2264	1,791239554	1,36746589	0,55389671	267,334781	0,027180279	43965,7	1195	220,8155
44017110	LG	ANDAQUI	CAQUETA	4456,77	398,404	43,529763	2085,872983	3867	1,67098138	1,515122145	0,958429535	228,005894	0,017259776	160257	2766	3785,387
44037040	LG	ROSARIO EL-AUTOMAT	CARA#O	56,14	37,8393	47,740963	1763,439132	1881	1,414050504	1,186671714	0,463127895	273,740125	0,081240015	14709,5	1195	55,13369
44037050	LG	VENECIA	ORTEGUAZA	1071,57	202,385	39,226955	1539,434523	3183	1,731115637	1,710211685	0,948608117	285,151756	0,023297106	121088	2821	685,8425
44037060	LG	FLORENCIA-AUTOMATI	HACHA	297,219	100,902	47,279336	1401,69052	2409	1,638775723	1,190977162	0,445799225	249,969223	0,043992101	44007,9	1936	154,1304
44037080	LG	MORELIA	BODOQUERO	340,524	102,399	44,495293	1091,914856	2366	1,553745499	1,338772019	0,647531452	267,393314	0,032536664	47669,3	1551	264,7649
44037090	LG	LARANDIA	ORTEGUAZA	1683,25	264,589	37,486586	1311,522001	3208	1,80574119	1,563527617	0,794593792	291,646351	0,019417742	145949	2834	921,3748
44037100	LG	ITARCA	SAN PEDRO	651,81	159,418	33,71123	1130,019063	2482	1,748376168	1,603589232	0,733342538	347,81396	0,021611596	72137,2	1559	354,6085
44117010	LG	TAGUA LA	CAQUETA	31140,8	1442,66	18,691174	684,243913	4060	2,289059804	1,078010745	0,457085239	382,241802	0,004615257	640051	2954	19851,86
44157010	LG	MERCEDES LAS	CAQUETA	68465,5	2691,79	15,763998	545,911001	4122	2,880469723	1,053376012	0,411513828	416,355479	0,00268141	1125900	3019	47664,06
44157030	LM	MARIA MANTECA	CAQUETA	133301	3699,33	11,747904	374,672208	4188	2,837033095	1,014026087	0,364528398	445,464907	0,002070381	1471710	3047	108262,8
44187010	LM	PTO CORDOBA	CAQUETA	147897	4099,32	11,256423	351,10862	4188	2,984627735	0,996903496	0,349675788	452,444539	0,001863217	1635880	3048	122170,9
46017010	LG	SAN IGNACIO	CAGUAN	3332,73	429,825	36,391454	1317,017446	3380	2,084729144	1,099490342	0,509342191	283,240181	0,011818897	161521	1909	2098,554
46037010	LM	ESMERALDA LA	ESMERALDA	64,1913	36,8834	33,010983	646,712886	1477	1,288993996	1,459682106	0,591980533	392,500219	0,042595726	15306,7	652	27,58369
46037040	LM	DONCELLO	DONCELLO	17,7079	20,2319	49,563888	956,034891	1230	1,346204912	1,069589901	0,508247731	393,302117	0,094235048	7343,34	692	9,938207
46077010	LM	QUILLA LA	CAGUAN	17597,6	1114,98	20,308363	687,313421	3530	2,353414298	1,090963335	0,451709324	399,133867	0,003656536	544231	1990	9207,383
47017020	LG	COCHA LA	GUAMUES	237,707	86,3598	24,30451	2985,123161	964	1,568370532	1,828601808	1,222092744	493,262836	0,020941092	27840	583	105,7348
47017110	LG	MONOPAMBA	SUCIO	459,847	140,872	42,976643	2953,999135	2415	1,839399368	1,331999265	1,013380537	219,003342	0,050559714	32891,8	1663	311,5449
47017130	LG	JOYAS LAS	GUAMUES	460,496	121,11	26,236972	2997,530803	1805	1,580247473	1,61307075	1,001094472	474,454777	0,026942205	44799,6	1207	216,5886
47017150	LG	JOYA LA	GUINEO	377,182	123,159	11,508141	469,599094	2146	1,775614594	1,323721098	0,410942198	300,293896	0,022954938	47527,9	1091	124,3525
51027020	LM	PILISPI	GUIZA	428,639	113,125	46,56553	2587,069018	2863	1,529927257	1,012383561	0,352277791	528,454059	0,055111854	43547,8	2400	129,1752
51027040	LM	PALPIS	GUIZA	514,76	136,705	45,805481	2417,075641	3111	1,687096927	0,966417937	0,334136297	486,756683	0,048952193	53807,6	2634	154,1135
52017010	LG	PTE GUASCAS	PATIA	8782,7	537,369	38,734559	1826,862226	3987	1,605523313	1,289828387	0,5906498	404,145694	0,012608007	209708	2644	1041,284
52017020	LG	PTO NUEVO	PATIA	5106,23	377,186	37,539988	1689,45892	3891	1,477962482	1,298020614	0,591532305	240,528013	0,015999038	158072	2529	471,3557
52017030	LG	FONDA LA	PATIA	1704,49	247,696	36,140868	1609,287618	3820	1,679885942	1,031811307	0,366385253	129,053843	0,029700108	83366,7	2476	113,3251
52017070	LG	BOCATOMA	SAJANDI	167,617	62,8485	51,146697	1843,519297	2481	1,35923302	0,970041141	0,340060972	149,977408	0,084674869	19604,4	1660	16,37077
52017080	LG	PTE CARRETERA	MAMACONDE	246,998	80,6542	60,416919	1972,867234	2892	1,436938896	0,837693455	0,358302496	339,640213	0,072015076	31201,8	2247	36,27027
52017110	LG	PTE CARRETERA	QUILCASE	270,055	107,573	38,893909	2278,664331	3544	1,83288493	1,018146218	0,342522819	194,050385	0,054366257	47474,3	2581	33,37438
52017130	LG	PTE COLGANTE	TIMBIO	769,083	198,741	36,836437	1681,054719	3036	2,006591167	1,028912615	0,411529055	118,568319	0,034263407	71213	2440	57,15687
52037010	LG	CA#ADA LA	MAYO	336,52	89,2141	43,384351	2775,609649	2525	1,361714587	1,619337915	1,040057055	597,148798	0,052989701	29760,5	1577	88,29754
52047010	LG	UNIVERSIDAD	PASTO	211,108	80,1955	25,064285	2972,411796	1760	1,545452584	1,183357954	0,43342744	550,691544	0,041738707	20532,5	857	37,64835
52047040	LG	PROVIDENCIA	PASTO	455,116	123,404	33,781876	2634,251935	3134	1,619668801	1,20649483	0,428462194	473,120319	0,044315134	50524,5	2239	88,80643
52057040	LG	CARLOSAMA	BLANCO	210,64	90,367	21,085642	3403,548968	1925	1,743401732	1,046425812	0,308583365	859,352386	0,024723525	34542	854	4,369884
52057060	LG	YUNGUILLA	PACUAL	377,412	96,565	45,779134	2626,231463	2615	1,391777861	1,049799847	0,320604538	510,011554	0,051856489	37218,1	1930	14,4813
52067010	LG	SALI-AUTOMATICA	TELEMBI	2164,79	263,605	40,982824	1143,578064	3725	1,586367443	0,861273716	0,273467634	313,091606	0,027994892	110413	3091	1578,619
52067030	LG	VERGEL EL	SASPI	43,1228	30,3236	60,155646	2428,878459	1903	1,29296067	1,007601107	0,347843832	578,665371	0,112037253	5480,32	614	13,1961
52067040	LG	SANDE EL	CRISTAL	152,131	59,8005	56,793072	1840,518251	2253	1,357544225	0,767932243	0,200485108	315,863358	0,062135257	22772,9	1415	70,00677
53047010	LG	SANGARAL	NAPI	419,603	108,565	34,022739	632,520962	3871	1,483981804	1,107970231	0,382504415	257,526099	0,045100603	53835,2	2428	285,7494
53077010	LG	ANGOSTURA-AUTOMATI	MICAY	2383,23	278,242	55,744653	1472,276202	3761	1,595870839	1,047220265	0,439109947	185,471611	0,020610752	117560	2423	1603,885
53077020	LM	GUAYABAL	MICAY	3796,05	414,095	49,172246	1116,834249	3792	1,88188056	1,059710219	0,403313971	198,169537	0,013563166	179899	2440	2870,403
53077060	LG	MONO EL	CHUARE	604,36	141,166	54,79909	983,414322	3180	1,607830579	0,927861814	0,374776623	101,732275	0,038765601	53114,1	2059	591,8551
53107040	LG	AGUACLARA	ANCHICAYA	736,298	146,487	46,103382	1567,837779	3898	1,511577107	0,864283973	0,414234454	140,615702	0,03668115	77396,7	2839	574,6298
54017040	LG	TADO-AUTOMATICA	SAN JUAN	1766,2	277,74	48,199356	1240,983606	4019	1,850446453	1,150380289	0,513248783	120,451007	0,022363074	117381	2625	1256,822
54027020	LG	BOCAS DE IRO	CONDOTO	598,474	150,095	27,783086	353,216287	1822	1,717914766	1,18845233	0,494591244	188,004186	0,012528419	66329,2	831	386,7418
54027040	LG	MAMPI	TAMANA	1829,63	220,148	49,204165	1197,732227	4025	1,441090115	1,062045368	0,44681165	106,925086	0,02203736	86671	1910	1231,28
54077010	LG	TROJITA LA	CALIMA	1297,68	272,66	30,358596	879,260998	3828	2,119315703	1,504003438	0,711269342	101,581557	0,013578015	122772	1667	1029,329
